Event_name,Location,Depth,Magnitude
C200502182018A,23.21 121.56,16.6,5.6
C200502190004A,-5.56 122.13,10.0,6.3
C200502191404A,-5.64 101.61,29.3,5.5
C200502191423A,2.33 95.29,27.8,5.0
C200502191853A,-6.45 68.36,10.0,4.9
C200502192345A,5.23 94.33,30.0,4.9
C200502200452A,9.65 126.23,34.5,5.0
C200502200508A,8.93 126.23,42.0,5.1
C200502200924A,-15.25 -173.22,10.0,5.0
C200502201143A,11.40 92.21,32.7,4.9
C200502201214A,-4.69 153.11,46.6,5.3
C200502201341A,-2.36 68.52,9.3,4.9
C200502201526A,-13.68 167.31,204.0,5.0
C200502202308A,10.22 93.61,25.5,5.2
C200502210004A,-30.12 -176.83,10.0,5.2
C200502210610A,3.26 93.75,28.1,5.2
C200502211639A,-23.11 169.23,10.0,4.9
C200502220225A,30.74 56.83,14.0,6.0
C200502220320A,12.58 123.18,17.8,5.6
C200502221120A,33.18 137.15,369.5,5.3
C200502221712A,10.83 91.77,30.0,5.6
C200502221819A,4.60 -85.32,26.2,5.2
C200502221915A,25.67 -109.97,10.0,5.1
C200502222314A,-65.71 133.29,10.0,5.7
C200502230242A,2.88 95.46,25.5,5.1
C200502231040A,-18.07 168.38,38.8,5.3
C200502231133A,-6.24 150.66,10.0,5.8
C200502231212A,-6.27 150.69,10.0,5.1
C200502240455A,-20.89 -113.68,10.0,5.5
C200502240704A,-43.01 -82.71,10.0,5.0
C200502240735A,2.89 95.73,30.0,5.6
C200502241506A,8.63 93.77,30.0,4.9
C200502241858A,50.34 152.99,269.8,5.0
C200502250320A,-5.59 122.16,10.0,4.9
C200502250511A,-48.84 -8.59,10.0,5.0
C200502250641A,6.67 -73.06,166.3,5.1
C200502250747A,-54.08 6.94,10.0,5.2
C200502250833A,15.91 144.99,26.9,4.9
C200502251331A,7.83 94.10,22.7,5.3
C200502251533A,44.39 147.37,68.5,5.1
C200502251617A,12.71 123.33,18.3,4.9
C200502252040A,2.74 94.26,28.5,5.1
C200502252304A,38.11 72.71,114.9,6.1
C200502260644A,-7.40 128.43,160.0,5.0
C200502261237A,40.73 142.38,68.0,5.8
C200502261256A,2.91 95.59,36.0,6.0
C200502270435A,-2.78 141.62,31.6,5.2
C200502270454A,-17.72 -178.59,555.9,5.1
C200502270824A,51.30 -179.19,29.5,4.9
C200502271953A,-42.76 -83.46,10.0,5.0
C200502280105A,18.76 -104.59,10.0,5.1
C200502280124A,-34.92 -107.86,10.0,5.1
C200502280829A,-30.34 -177.72,41.6,5.3
C200502280939A,-34.99 -107.85,10.0,5.1
C200502281249A,47.96 -129.04,10.0,5.0
C200502281327A,-6.54 146.62,100.1,4.9
C200502281350A,48.32 -128.78,10.0,4.8
C200503010032A,47.96 -129.10,10.0,5.0
C200503010120A,-23.00 169.06,10.0,4.9
C200503010631A,-24.04 -66.54,189.0,5.0
C200503010724A,-31.43 -71.69,25.2,5.3
C200503011231A,-30.00 -176.98,34.1,5.1
C200503011405A,-56.63 -141.56,10.0,4.9
C200503011521A,-6.23 123.64,642.0,5.2
C200503012134A,48.30 -128.80,10.0,4.9
C200503012357A,-24.96 -112.12,10.0,5.0
C200503020027A,-25.01 -112.39,10.0,4.9
C200503020221A,36.35 71.53,108.6,5.0
C200503021042A,-6.53 129.93,201.7,7.0
C200503022154A,-5.61 101.54,28.9,5.1
C200503030537A,-54.42 -137.17,10.0,5.0
C200503031154A,-32.88 -179.15,10.0,5.4
C200503031710A,3.12 95.73,26.7,5.0
C200503040954A,-54.10 -137.02,10.0,4.9
C200503041905A,2.67 126.41,59.1,6.1
C200503042135A,-22.43 -176.49,100.1,5.3
C200503050007A,-58.52 -26.09,107.0,5.1
C200503050039A,2.57 126.54,89.4,4.9
C200503050444A,-22.00 -68.40,112.8,5.0
C200503050830A,-6.70 129.46,9.2,5.1
C200503051906A,24.64 121.93,3.5,5.7
C200503051908A,24.72 121.92,10.0,5.4
C200503060139A,-11.06 163.21,10.0,5.5
C200503060249A,3.25 128.50,34.7,5.2
C200503060439A,-11.05 163.04,10.0,5.6
C200503060501A,84.91 98.84,10.0,5.3
C200503060521A,84.95 99.39,10.0,6.1
C200503060824A,84.90 99.41,10.0,5.1
C200503061459A,-11.05 162.86,10.0,5.3
C200503061737A,-10.95 162.98,10.0,5.0
C200503061916A,19.70 120.56,31.2,4.9
C200503070234A,42.51 -126.57,10.0,5.1
C200503070248A,42.53 -126.53,10.0,5.1
C200503070344A,81.52 120.15,10.0,5.2
C200503070717A,11.37 -85.94,85.3,5.1
C200503072000A,-16.04 -173.59,10.0,5.2
C200503072132A,9.31 91.83,35.4,4.9
C200503080451A,53.49 161.57,41.5,4.9
C200503080638A,-20.54 169.05,45.5,5.0
C200503081559A,4.42 -75.95,65.9,4.9
C200503081913A,-6.13 130.30,148.3,5.1
C200503081937A,-16.75 167.48,10.0,5.1
C200503082358A,52.22 141.85,9.1,5.1
C200503091302A,-20.73 169.28,10.0,4.9
C200503091827A,3.20 93.54,33.7,5.1
C200503100028A,85.25 92.89,10.0,5.0
C200503101337A,12.93 -88.42,68.5,5.1
C200503110800A,2.29 95.07,29.1,5.1
C200503111259A,7.41 94.28,30.0,5.2
C200503111701A,1.09 126.10,10.0,5.1
C200503111847A,43.08 144.67,54.1,4.9
C200503120450A,9.40 93.06,30.0,4.9
C200503120736A,39.44 40.98,11.1,5.4
C200503121332A,-7.23 120.47,540.8,5.2
C200503122233A,5.48 94.69,59.5,5.2
C200503122243A,9.73 91.63,30.0,5.1
C200503130218A,11.55 92.97,55.2,5.0
C200503130331A,27.11 61.89,54.0,5.9
C200503131508A,-40.18 173.58,141.2,5.5
C200503132038A,-32.59 -71.68,25.7,5.3
C200503132212A,5.49 94.60,52.3,5.4
C200503132233A,-15.22 -173.46,10.0,4.9
C200503140155A,39.35 40.89,5.0,5.5
C200503140427A,9.44 93.15,57.3,5.0
C200503140511A,-27.74 73.83,10.0,5.6
C200503140654A,47.68 152.30,128.1,5.2
C200503140804A,-45.07 166.75,10.0,5.5
C200503140943A,17.15 73.73,10.0,4.9
C200503141243A,-28.56 -66.00,23.4,5.3
C200503141307A,11.80 143.40,25.5,5.1
C200503141537A,-8.62 112.72,120.7,5.2
C200503150015A,11.24 -86.07,30.0,5.4
C200503150148A,-14.73 168.05,10.0,4.9
C200503150825A,-8.97 -106.09,10.0,4.9
C200503152005A,-19.47 168.56,32.6,5.2
C200503152007A,-24.11 -66.74,170.3,5.1
C200503160341A,-24.37 179.92,507.1,5.1
C200503160639A,5.44 94.43,30.0,5.3
C200503160740A,-7.91 117.57,28.0,4.9
C200503160932A,-35.24 179.65,91.1,5.4
C200503161108A,85.26 91.59,10.0,5.0
C200503161110A,85.21 90.94,10.0,4.9
C200503161227A,-56.25 -26.78,70.5,5.1
C200503161323A,43.47 146.89,39.3,5.6
C200503161623A,-5.64 102.75,30.0,5.2
C200503162241A,-52.36 159.58,10.0,5.0
C200503162251A,-0.11 123.58,114.1,4.9
C200503170119A,-52.22 160.82,10.0,5.0
C200503170656A,-15.82 -172.04,21.7,5.2
C200503171300A,-9.66 118.88,35.4,5.0
C200503171337A,15.14 -91.38,197.4,6.0
C200503172320A,4.86 95.09,60.4,5.5
C200503180208A,-48.91 127.41,10.0,5.1
C200503180424A,85.29 91.17,10.0,5.3
C200503180517A,-3.52 150.77,70.1,4.9
C200503180723A,40.37 -124.97,17.5,5.0
C200503180934A,-22.23 -176.31,118.3,5.2
C200503181223A,-29.94 -176.63,10.0,5.1
C200503190135A,-20.42 -68.63,109.2,5.1
C200503190301A,4.00 95.67,48.0,5.2
C200503191423A,-27.86 -71.26,24.7,5.0
C200503191502A,-20.41 -174.34,18.0,5.9
C200503191734A,-21.89 -179.55,598.7,5.9
C200503200040A,7.61 126.54,87.8,5.1
C200503200153A,33.81 130.13,10.0,5.9
C200503201715A,-7.95 124.82,28.1,5.6
C200503201719A,-7.84 124.62,29.2,5.0
C200503201912A,15.21 -95.84,4.3,5.1
C200503202213A,-5.75 148.70,108.6,5.3
C200503210738A,-55.42 -128.42,10.0,5.2
C200503211223A,-24.98 -63.47,579.1,6.1
C200503211243A,-24.73 -63.51,570.1,5.9
C200503211614A,-1.06 -24.58,21.9,5.1
C200503211651A,-27.93 -71.42,36.5,4.9
C200503211706A,-24.94 -177.64,152.8,5.1
C200503211907A,12.72 -90.30,29.3,5.0
C200503212232A,0.46 126.12,10.0,4.9
C200503220847A,-6.34 154.01,54.5,5.1
C200503220938A,13.06 92.48,38.0,5.2
C200503221455A,-20.31 -174.19,23.7,4.9
C200503221929A,-7.09 129.18,107.1,5.1
C200503222138A,2.40 126.09,97.9,4.9
C200503230559A,26.08 95.29,68.9,5.1
C200503230917A,12.31 92.57,30.0,5.0
C200503231208A,-55.41 -1.48,10.0,5.0
C200503231238A,-3.29 145.71,10.0,5.0
C200503231330A,-10.15 161.37,71.9,5.3
C200503231359A,-55.47 -1.54,10.0,5.6
C200503231454A,-6.88 155.76,47.3,4.9
C200503232144A,39.43 40.92,10.0,5.3
C200503240608A,-55.99 -27.08,69.9,5.0
C200503240618A,41.39 142.89,35.0,4.9
C200503240733A,7.10 -34.12,21.0,5.3
C200503240738A,39.87 77.71,20.5,5.0
C200503250104A,5.49 94.37,39.0,5.9
C200503250354A,-20.29 -68.94,96.1,5.0
C200503251334A,25.48 94.84,67.2,5.3
C200503260128A,-10.60 161.77,32.6,4.9
C200503260242A,-15.06 -173.46,10.0,5.1
C200503260503A,-6.78 153.62,3.6,5.5
C200503261540A,-4.89 129.94,10.0,5.8
C200503262032A,28.26 87.93,70.7,4.9
C200503270803A,-1.19 -80.77,18.2,5.0
C200503280001A,-0.30 -20.78,10.0,5.1
C200503281101A,43.43 146.90,39.7,5.0
C200503281346A,12.59 -86.82,169.1,4.9
C200503281609A,2.09 97.11,30.0,7.2
C200503290450A,0.19 97.10,35.8,5.4
C200503290516A,2.65 96.58,30.0,5.8
C200503290616A,1.78 99.21,30.0,5.0
C200503290942A,1.08 97.26,24.0,4.9
C200503291416A,2.55 96.07,24.3,5.1
C200503291621A,1.80 97.76,37.2,5.0
C200503291638A,-33.71 -72.28,34.0,5.1
C200503291700A,47.57 154.13,14.4,5.3
C200503291829A,0.92 97.91,30.0,4.9
C200503292041A,2.35 97.33,30.0,5.1
C200503300025A,1.07 97.32,25.8,4.9
C200503300113A,1.77 97.10,27.4,5.5
C200503301020A,1.89 96.94,26.6,5.3
C200503301200A,-10.25 161.32,79.6,5.6
C200503301245A,0.18 97.72,30.0,4.9
C200503301257A,0.20 98.14,20.1,5.2
C200503301305A,34.01 142.26,35.0,5.0
C200503301544A,2.53 97.24,41.5,4.9
C200503301600A,-53.61 140.82,10.0,4.9
C200503301619A,2.99 95.41,22.0,5.9
C200503301638A,1.06 125.72,86.5,5.4
C200503301729A,2.93 95.42,25.2,5.6
C200503301741A,-22.46 -179.75,588.7,5.8
C200503302312A,1.25 97.17,22.2,5.1
C200503302317A,5.44 94.37,45.1,4.9
C200503302319A,1.23 97.16,30.0,4.9
C200503302325A,2.11 96.72,23.6,4.9
C200503302331A,-35.30 -71.04,89.9,5.2
C200503302340A,1.86 97.07,26.7,5.3
C200503310126A,-3.85 152.55,35.4,4.9
C200503310139A,-18.55 176.01,10.0,5.3
C200503310146A,-18.45 175.99,10.0,5.8
C200503310448A,1.31 97.19,30.0,5.2
C200503310519A,-54.06 7.78,10.0,5.3
C200503310723A,1.70 97.12,22.0,5.7
C200503310830A,2.52 96.18,25.5,5.0
C200503311225A,9.61 124.38,35.0,4.9
C200503311427A,5.11 94.58,30.0,5.0
C200503311629A,1.32 97.21,30.0,5.0
C200503311633A,-23.55 -64.53,1.7,5.2
C200503311802A,0.35 97.74,21.1,5.2
C200503311914A,1.36 97.09,25.8,4.9
C200503312152A,-23.56 -64.51,1.0,5.1
C200504010049A,1.11 97.16,22.3,5.2
C200504010720A,14.32 -92.96,22.6,5.0
C200504010736A,11.94 -86.39,112.9,4.9
C200504010740A,2.29 96.37,30.0,5.1
C200504011037A,2.87 96.39,26.9,5.4
C200504011058A,2.82 96.39,27.5,4.9
C200504011418A,2.17 96.69,28.1,5.1
C200504011450A,2.70 97.09,30.0,5.1
C200504011527A,0.18 97.16,34.1,5.1
C200504011724A,1.13 97.24,26.3,5.1
C200504012032A,0.32 98.11,29.7,5.6
C200504012220A,-0.41 96.89,30.0,5.2
C200504020207A,-44.37 169.87,12.0,4.9
C200504020337A,0.81 97.46,30.0,5.1
C200504020339A,-1.73 99.84,30.0,5.2
C200504021252A,78.61 6.10,10.0,5.5
C200504021521A,-0.42 96.92,23.7,5.2
C200504021624A,2.89 96.40,28.2,5.1
C200504022217A,2.43 93.10,31.9,4.9
C200504030059A,0.37 98.32,30.0,5.9
C200504030141A,13.56 120.80,129.2,5.3
C200504030310A,2.02 97.94,36.0,6.0
C200504031020A,1.17 97.14,25.2,5.1
C200504031116A,2.80 95.89,30.0,4.9
C200504031221A,2.97 96.28,30.0,5.0
C200504031442A,9.78 93.66,25.0,5.2
C200504031757A,37.39 141.65,37.6,5.2
C200504032023A,2.09 96.75,25.3,4.9
C200504032032A,12.49 142.62,97.5,5.1
C200504032231A,1.03 97.41,24.9,4.9
C200504040433A,1.61 97.87,30.0,5.5
C200504040816A,-20.50 -178.32,542.4,5.2
C200504041105A,1.28 97.15,23.8,5.1
C200504041937A,4.77 94.82,49.4,5.2
C200504042100A,1.97 97.86,30.0,4.9
C200504050219A,5.26 94.33,30.0,4.9
C200504050712A,0.14 97.17,32.0,5.0
C200504050843A,-1.12 120.50,30.0,4.9
C200504050937A,1.89 97.01,25.6,5.2
C200504051301A,2.41 96.30,30.0,5.0
C200504051958A,-54.05 7.02,10.0,5.1
C200504060028A,-56.09 147.11,10.0,4.9
C200504060109A,-3.38 140.64,30.8,4.9
C200504060844A,41.35 78.73,21.2,5.2
C200504061011A,2.19 96.33,26.6,4.9
C200504061120A,-3.98 102.42,67.7,5.7
C200504061751A,61.45 -146.52,16.7,5.0
C200504062319A,2.07 96.77,31.7,4.9
C200504070221A,1.20 97.24,24.2,5.2
C200504070533A,-41.93 -83.30,10.0,5.4
C200504070654A,0.45 96.44,31.9,4.9
C200504071146A,0.61 97.42,26.4,5.9
C200504071150A,0.56 97.44,30.0,5.1
C200504071523A,1.35 97.16,24.3,5.1
C200504071640A,1.31 97.20,23.3,5.2
C200504071943A,2.97 126.48,59.7,5.6
C200504072004A,30.49 83.66,11.0,6.0
C200504072141A,30.59 83.68,10.0,5.0
C200504072248A,-1.57 99.42,17.3,5.1
C200504080151A,0.68 97.38,30.0,5.4
C200504080548A,-0.22 97.73,20.9,5.7
C200504080609A,15.48 119.29,31.6,5.3
C200504081138A,-23.14 169.26,10.0,5.3
C200504081705A,2.89 126.46,73.9,5.3
C200504081951A,30.53 83.67,10.0,5.1
C200504082120A,-26.90 -115.02,10.0,4.9
C200504090208A,-47.26 100.34,10.0,4.9
C200504090341A,1.40 97.16,30.0,5.3
C200504091516A,56.17 -154.52,14.0,5.8
C200504091553A,-53.45 25.32,10.0,5.1
C200504091903A,1.10 97.27,22.6,5.0
C200504100223A,10.57 92.23,31.5,4.9
C200504100412A,-22.71 171.16,10.0,5.2
C200504101029A,-1.64 99.61,19.0,6.4
C200504101114A,-1.71 99.78,30.0,6.2
C200504101155A,-1.71 99.72,29.4,5.7
C200504101339A,-1.63 99.64,23.5,5.3
C200504101354A,-1.78 99.93,32.2,5.4
C200504101425A,-1.62 99.64,30.0,5.2
C200504101447A,-1.65 99.62,30.0,5.2
C200504101544A,-1.83 99.78,27.7,4.9
C200504101724A,-1.59 99.72,30.0,5.9
C200504101741A,-7.57 -76.30,134.5,5.4
C200504101914A,-1.70 99.80,23.5,4.9
C200504101919A,-1.64 99.80,28.5,5.2
C200504102007A,-1.75 99.79,30.0,4.9
C200504102036A,-1.54 99.56,27.7,5.1
C200504102222A,35.60 140.40,43.0,6.1
C200504110056A,-6.23 103.79,33.3,5.1
C200504110219A,-1.69 99.66,37.6,5.0
C200504110611A,2.17 96.76,24.0,5.9
C200504110904A,2.08 96.83,26.6,5.5
C200504110953A,2.10 96.85,28.4,4.9
C200504111111A,8.66 -103.56,10.0,5.0
C200504111118A,-3.49 145.89,37.8,5.0
C200504111220A,-3.48 145.91,11.4,5.9
C200504111454A,-7.29 -77.89,129.9,6.1
C200504111708A,-21.98 170.61,68.0,6.0
C200504120100A,-1.73 99.73,28.8,5.0
C200504120127A,-1.74 99.69,29.2,5.2
C200504120240A,14.08 -91.16,92.9,5.2
C200504120354A,-1.76 99.85,33.0,5.3
C200504120417A,-1.59 99.45,22.3,5.1
C200504120430A,-1.76 99.80,30.0,5.3
C200504121355A,-10.51 -13.09,10.0,4.9
C200504130259A,-1.71 99.85,30.7,5.2
C200504130312A,3.37 93.70,28.1,5.0
C200504130358A,-29.67 -177.76,53.9,5.6
C200504130925A,-33.14 -72.85,30.0,5.6
C200504130950A,31.24 142.29,52.8,5.1
C200504131729A,-1.71 99.88,31.8,5.3
C200504140956A,43.30 135.40,366.8,4.9
C200504141129A,-1.91 99.95,33.4,5.8
C200504141625A,13.72 120.27,24.5,4.8
C200504142209A,-22.20 171.45,123.5,5.5
C200504150333A,14.12 -91.74,60.5,4.9
C200504150417A,-6.08 104.75,26.6,5.4
C200504151308A,2.93 96.33,26.3,5.4
C200504151603A,-3.22 139.60,27.1,4.9
C200504151832A,-23.65 -175.07,10.0,5.2
C200504152132A,1.10 97.11,23.7,5.0
C200504160749A,-15.25 -172.64,10.0,5.3
C200504160843A,-1.77 99.94,29.9,5.4
C200504161218A,-54.99 -132.10,10.0,5.1
C200504161638A,1.81 97.66,31.0,6.0
C200504161918A,35.03 -119.18,10.8,4.9
C200504162241A,-17.65 -69.66,118.7,5.6
C200504171343A,0.31 97.66,25.3,5.7
C200504171743A,-5.57 151.45,57.3,5.0
C200504172028A,-1.62 99.56,19.0,5.1
C200504172123A,-1.63 99.62,21.6,5.8
C200504172137A,10.18 93.63,25.9,5.1
C200504181201A,-22.27 170.35,10.0,4.9
C200504181325A,0.93 97.49,22.7,4.9
C200504190031A,13.92 120.71,173.6,4.9
C200504190146A,29.64 138.89,425.8,5.6
C200504190953A,-13.20 166.79,71.8,5.0
C200504191510A,2.36 96.30,26.4,5.0
C200504192111A,33.64 130.18,18.7,5.3
C200504201040A,-17.58 -71.35,28.1,5.2
C200504210115A,-52.19 13.69,10.0,5.0
C200504210339A,5.01 -76.27,102.6,4.9
C200504210347A,-23.09 169.23,10.0,4.9
C200504210926A,51.31 -178.41,45.3,5.3
C200504211717A,-59.23 -17.08,8.4,4.9
C200504212131A,13.18 145.06,49.8,5.6
C200504220346A,-10.23 -13.19,10.0,5.1
C200504220741A,4.89 126.09,88.7,5.5
C200504231031A,2.75 95.99,32.9,5.1
C200504240640A,-59.38 149.34,10.0,4.8
C200504240711A,-20.74 -174.05,32.8,5.2
C200504240919A,-1.82 99.91,30.0,4.9
C200504240932A,-9.57 111.89,39.0,5.1
C200504241006A,-9.59 111.86,40.9,5.0
C200504241059A,2.37 96.31,27.8,4.9
C200504241143A,-32.76 -178.59,10.0,4.9
C200504241822A,-18.71 168.68,111.6,5.0
C200504250129A,1.08 97.25,24.4,5.1
C200504250232A,-27.09 -176.53,32.2,5.5
C200504250318A,3.03 94.07,25.2,5.0
C200504251358A,2.29 97.02,30.0,4.9
C200504251705A,1.09 126.27,13.7,5.4
C200504252018A,0.36 97.28,35.9,5.4
C200504252022A,0.31 97.31,30.0,5.0
C200504252140A,0.40 97.29,35.6,5.0
C200504252206A,52.15 -169.42,34.3,5.0
C200504260004A,52.06 -169.42,23.7,4.9
C200504260405A,19.69 -109.28,10.0,5.2
C200504260843A,-5.21 153.59,63.9,4.9
C200504261133A,-15.30 -176.35,10.0,5.4
C200504261401A,7.81 93.98,23.6,5.0
C200504261718A,1.36 97.17,22.4,5.2
C200504261856A,-19.11 -176.53,18.1,5.1
C200504270032A,30.25 -114.13,10.0,5.0
C200504270345A,4.29 93.17,13.5,5.2
C200504270433A,-32.61 -178.36,11.8,5.0
C200504270736A,51.10 98.31,10.0,4.9
C200504270915A,46.68 152.52,52.9,5.0
C200504271325A,-55.47 -28.01,50.6,5.2
C200504271404A,8.69 93.71,36.1,4.9
C200504281407A,2.13 96.80,22.0,5.9
C200504282345A,-29.48 -178.79,10.0,4.9
C200504292228A,40.66 34.85,31.9,4.8
C200504300108A,43.86 147.23,51.2,5.2
C200504300828A,-19.99 -173.68,10.0,5.1
C200504300851A,-6.27 154.77,61.2,4.9
C200504301317A,1.97 97.13,30.0,5.3
C200504301448A,23.96 121.64,7.5,5.2
C200504301549A,-15.80 166.16,49.8,5.0
C200505010532A,-57.67 -25.40,35.0,4.9
C200505011200A,0.80 97.87,25.9,5.0
C200505011351A,-1.66 99.30,29.4,4.9
C200505011858A,30.70 56.97,30.6,4.9
C200505012249A,-1.62 99.86,32.3,4.9
C200505012252A,-7.94 156.27,28.4,5.2
C200505020604A,-9.09 -71.29,596.4,4.8
C200505021203A,1.30 97.09,24.1,4.9
C200505021535A,-43.95 169.02,13.0,5.3
C200505021540A,-43.94 169.01,14.0,4.9
C200505022133A,-20.72 -173.92,35.9,5.2
C200505030721A,33.71 48.69,11.8,4.9
C200505030729A,2.46 95.88,21.5,5.0
C200505031911A,-14.92 -74.62,31.4,5.6
C200505040042A,0.32 97.04,35.5,5.1
C200505040044A,3.05 96.38,40.2,5.2
C200505040232A,9.29 91.69,19.8,5.4
C200505040438A,11.71 143.78,10.0,5.7
C200505040558A,4.71 94.87,46.3,5.2
C200505040857A,-19.41 -173.83,22.8,5.7
C200505041449A,-57.95 -25.59,59.4,5.4
C200505050114A,5.23 94.27,30.3,5.1
C200505051011A,-22.93 -176.35,29.4,4.9
C200505051312A,-19.97 66.47,10.0,5.1
C200505051912A,5.72 -82.84,10.0,5.9
C200505052341A,5.08 -82.41,10.0,5.7
C200505080946A,14.82 146.79,45.9,4.9
C200505081450A,-6.02 146.49,120.6,4.9
C200505081707A,20.35 -109.19,10.0,5.5
C200505081951A,-35.12 -17.27,10.0,5.2
C200505090130A,5.10 94.84,30.0,5.5
C200505090444A,-1.90 137.43,28.5,5.2
C200505090544A,-15.55 -173.18,10.0,4.9
C200505090812A,-19.99 168.85,44.7,5.2
C200505091341A,-33.59 -178.70,10.0,4.9
C200505091633A,-15.07 167.18,64.4,4.9
C200505092234A,-5.67 147.66,9.9,4.9
C200505100109A,-6.23 103.14,17.0,5.9
C200505100640A,-42.74 42.33,10.0,5.0
C200505101436A,51.27 -178.49,29.2,5.1
C200505102117A,-5.65 154.43,88.9,5.5
C200505102140A,62.25 -26.40,10.0,4.7
C200505102222A,1.20 97.32,30.0,4.9
C200505102229A,1.24 97.23,27.9,5.2
C200505110933A,2.60 97.00,30.0,4.9
C200505111540A,-16.86 -177.15,10.0,4.9
C200505111811A,-7.41 156.12,10.0,5.0
C200505111834A,-7.52 156.10,10.0,5.1
C200505120925A,40.42 37.43,10.6,4.9
C200505121115A,-57.38 -139.23,10.0,6.0
C200505121257A,-41.41 -88.63,10.0,5.0
C200505121604A,5.06 94.47,30.0,5.0
C200505122052A,-7.50 156.11,10.0,5.5
C200505122347A,2.42 96.27,22.5,5.0
C200505130423A,5.74 93.27,28.1,5.2
C200505130714A,-15.68 167.09,3.7,5.1
C200505131707A,-38.21 179.47,12.0,4.9
C200505131917A,-3.79 -80.55,38.7,5.0
C200505140153A,45.68 26.44,148.9,5.1
C200505140505A,0.59 98.46,34.0,6.4
C200505141002A,-22.70 -176.65,119.2,5.4
C200505141026A,-45.61 96.05,10.0,5.5
C200505141113A,-45.71 96.27,10.0,4.9
C200505141115A,-45.58 95.99,3.1,5.4
C200505141238A,0.35 98.57,30.0,5.0
C200505141804A,30.69 56.86,10.0,5.5
C200505141918A,-8.05 160.71,2.7,5.1
C200505142346A,35.69 31.58,69.2,4.9
C200505150032A,3.74 93.51,30.0,4.9
C200505160327A,-8.36 117.56,26.6,4.9
C200505160354A,-32.59 -179.35,34.0,6.2
C200505160958A,0.22 97.93,27.8,4.9
C200505160959A,-32.80 -178.71,40.8,5.1
C200505161150A,46.20 152.28,33.4,4.9
C200505162312A,-8.31 117.51,41.7,5.5
C200505170716A,-8.38 117.64,33.5,4.9
C200505171601A,-3.62 135.51,9.4,5.0
C200505180902A,-6.96 129.56,103.8,5.0
C200505180910A,-56.41 -26.86,102.2,5.8
C200505181027A,-15.32 -173.24,10.0,5.6
C200505181137A,5.59 93.27,9.7,5.7
C200505181633A,42.99 144.59,49.9,5.0
C200505181703A,29.87 -42.80,10.0,5.0
C200505182030A,14.71 -89.58,42.1,5.2
C200505190112A,60.02 -152.69,95.5,5.2
C200505190114A,35.43 140.83,47.5,5.5
C200505190154A,1.99 97.04,30.0,6.2
C200505190710A,14.59 -91.84,74.7,4.9
C200505190752A,-12.97 166.81,117.9,4.9
C200505191417A,6.46 125.71,148.8,5.3
C200505191556A,-31.54 -69.43,117.0,4.9
C200505192044A,0.40 97.26,22.9,5.2
C200505200757A,-58.77 -25.26,10.0,5.1
C200505201115A,48.78 154.92,57.5,5.2
C200505201240A,-24.53 178.84,565.3,5.4
C200505201632A,-10.81 164.57,29.0,4.9
C200505202201A,38.82 142.07,43.4,5.0
C200505210429A,1.96 97.92,30.0,4.9
C200505210511A,-3.29 -80.99,39.5,5.9
C200505210943A,1.40 97.17,30.0,4.9
C200505211629A,30.71 138.46,395.5,5.1
C200505212301A,5.28 94.80,55.6,5.9
C200505220105A,-19.51 -68.32,150.8,4.9
C200505230413A,30.27 67.80,24.3,5.0
C200505230548A,0.80 97.45,23.6,5.2
C200505230747A,-2.76 140.11,30.0,5.1
C200505231510A,51.04 178.51,32.3,4.9
C200505231958A,6.26 117.71,19.0,4.9
C200505240011A,-6.09 149.20,48.0,4.9
C200505240451A,-18.49 -177.77,555.1,5.0
C200505240937A,2.65 94.53,30.0,5.1
C200505241138A,1.08 97.30,23.1,4.9
C200505241531A,-15.36 -173.43,41.5,4.9
C200505241951A,-15.31 -173.42,40.3,5.0
C200505251102A,-34.09 -14.72,10.0,4.9
C200505251118A,-50.58 162.35,10.0,5.0
C200505251442A,2.91 95.60,24.7,5.0
C200505251844A,0.13 126.71,123.1,4.9
C200505251847A,1.35 97.18,25.0,5.0
C200505252258A,14.71 123.93,39.5,5.0
C200505260932A,-1.07 127.84,10.0,5.0
C200505261008A,5.69 93.21,30.0,5.5
C200505261549A,-56.07 -27.64,130.4,4.9
C200505261817A,34.07 133.62,38.3,4.9
C200505262234A,-13.74 66.20,10.0,4.9
C200505262329A,-59.66 -27.56,139.7,5.1
C200505270807A,38.58 140.36,109.6,5.1
C200505280131A,51.53 159.46,28.4,5.0
C200505280623A,2.04 96.67,24.1,5.0
C200505282055A,34.40 137.55,296.4,4.9
C200505290303A,16.15 145.04,10.0,5.0
C200505290332A,16.21 144.92,10.0,5.0
C200505290455A,-4.73 103.17,22.6,5.3
C200505290840A,51.24 179.59,56.5,4.9
C200505290855A,38.26 22.73,104.0,4.7
C200505291752A,-3.25 -80.93,33.5,5.1
C200505292144A,-30.11 -178.01,18.6,5.9
C200505300920A,34.46 26.09,34.0,4.7
C200505301004A,-54.07 -133.96,10.0,5.1
C200505301113A,14.07 -91.41,63.2,5.1
C200505301118A,31.92 140.79,61.8,5.2
C200505310001A,0.70 96.25,34.1,5.0
C200505310204A,31.40 131.20,34.2,5.5
C200505310229A,5.24 94.43,30.0,5.5
C200505310728A,5.46 94.65,53.9,5.0
C200505310838A,34.31 57.57,14.9,4.9
C200505310906A,-62.83 155.78,10.0,5.4
C200506010241A,-6.72 155.35,32.7,5.0
C200506010412A,35.69 89.48,38.2,4.9
C200506010941A,-15.59 167.18,24.1,5.1
