Event_name,Location,Depth,Magnitude
C200506011356A,-32.76 -179.14,10.0,5.2
C200506011550A,-6.80 131.15,45.8,5.0
C200506011620A,24.72 122.06,60.7,5.4
C200506011711A,-32.75 -179.18,10.0,5.3
C200506012006A,28.88 94.63,25.8,6.1
C200506012155A,17.09 -46.47,10.0,5.1
C200506020211A,-20.21 178.88,22.4,5.8
C200506021056A,-24.22 -67.00,196.2,5.7
C200506030042A,1.46 97.15,24.9,5.4
C200506030053A,-18.26 -173.20,10.0,5.4
C200506031326A,3.19 94.75,16.9,4.9
C200506031924A,-16.48 -70.72,134.8,5.0
C200506041428A,13.48 120.58,61.5,4.9
C200506041450A,-6.34 146.81,43.4,6.0
C200506050104A,-57.43 -26.07,82.9,5.1
C200506050109A,-53.13 22.18,10.0,4.9
C200506050747A,-50.61 162.43,10.0,5.1
C200506050828A,23.67 -108.37,10.0,5.1
C200506051204A,-53.00 22.32,10.0,5.1
C200506051232A,-6.73 155.35,34.1,5.0
C200506052003A,-36.79 -179.23,33.0,5.0
C200506052232A,-26.70 84.75,10.0,5.3
C200506060120A,15.77 -61.56,14.0,5.0
C200506060741A,39.22 41.08,10.0,5.0
C200506062237A,50.72 157.01,48.2,5.0
C200506070327A,12.32 94.86,30.0,4.9
C200506070422A,-29.52 -179.12,318.3,5.4
C200506070512A,-62.40 -161.44,10.0,4.9
C200506070534A,-62.43 -161.50,10.0,5.3
C200506071601A,61.99 -26.58,10.0,4.9
C200506071620A,-10.70 -74.24,125.7,5.2
C200506071645A,23.96 121.88,2.5,5.1
C200506071719A,-53.49 -51.16,10.0,5.1
C200506080239A,-28.42 -69.02,122.0,5.1
C200506080425A,62.01 -26.54,10.0,4.9
C200506080628A,2.17 96.72,23.5,5.8
C200506081337A,-35.90 -102.91,10.0,5.0
C200506082124A,-28.52 -178.04,234.7,4.9
C200506090345A,5.19 126.88,98.7,5.2
C200506091400A,51.55 -131.12,10.0,5.2
C200506100322A,-30.13 -177.96,58.2,5.3
C200506100350A,51.19 179.55,40.9,5.4
C200506100417A,-1.54 134.22,35.0,4.9
C200506100827A,-1.46 134.20,28.5,5.1
C200506101742A,1.81 97.09,25.0,5.4
C200506110347A,1.01 97.51,23.7,5.1
C200506111318A,-8.92 112.20,60.0,5.4
C200506111736A,2.12 96.60,24.8,5.1
C200506112208A,-6.45 130.27,157.4,5.1
C200506120227A,-55.75 -124.75,33.0,0.0
C200506120417A,52.79 143.87,10.0,5.6
C200506121005A,0.08 97.64,14.3,4.9
C200506121541A,33.53 -116.57,14.2,5.1
C200506121926A,-56.29 -27.08,94.1,5.8
C200506122221A,54.97 161.44,15.4,5.1
C200506130358A,18.32 -77.44,2.1,5.1
C200506130702A,2.09 126.57,10.0,5.7
C200506130920A,-25.39 -116.12,11.9,5.0
C200506131928A,7.65 93.93,20.1,5.1
C200506131959A,2.74 94.17,18.6,5.5
C200506132244A,-19.99 -69.20,115.6,6.8
C200506141149A,51.02 179.60,47.5,5.2
C200506141710A,51.23 179.41,51.1,6.0
C200506142233A,-35.02 178.73,199.2,4.9
C200506142249A,51.17 179.43,51.8,5.1
C200506150250A,41.30 -125.97,10.0,6.2
C200506151013A,-4.59 153.19,74.6,5.7
C200506151313A,-57.99 -24.84,26.4,5.2
C200506151501A,22.84 144.37,81.0,5.4
C200506151952A,-44.87 -80.56,10.0,5.5
C200506161018A,81.69 -4.64,10.0,4.9
C200506161606A,7.70 92.13,31.1,4.9
C200506162053A,34.06 -117.01,11.6,4.8
C200506170237A,5.62 94.75,57.4,5.4
C200506170621A,40.77 -126.57,10.0,6.2
C200506172126A,2.14 96.80,27.6,5.3
C200506180425A,55.20 162.09,37.0,5.0
C200506180846A,3.67 93.18,44.2,4.9
C200506181236A,1.26 97.24,41.3,5.0
C200506181516A,45.71 26.69,138.7,4.8
C200506181958A,4.02 128.12,51.2,4.9
C200506182320A,-24.08 -111.75,10.0,4.9
C200506182330A,-24.08 -111.76,10.0,5.3
C200506190201A,-23.95 -111.98,10.0,5.6
C200506190446A,33.13 58.09,42.0,4.9
C200506190927A,40.32 -126.58,10.0,4.9
C200506191244A,1.17 97.25,23.3,4.9
C200506191359A,-63.48 -61.94,10.0,5.4
C200506191615A,35.61 140.48,48.2,5.4
C200506200232A,36.35 71.08,235.7,5.2
C200506200244A,-26.72 -176.17,10.0,5.5
C200506200403A,37.21 138.42,15.9,5.2
C200506200434A,-23.78 -111.98,10.0,5.2
C200506200700A,26.14 128.51,31.7,4.9
C200506200716A,26.08 128.45,28.2,5.4
C200506200738A,2.30 96.35,30.0,5.0
C200506201850A,4.95 94.75,30.0,5.0
C200506210137A,6.61 92.62,22.2,4.9
C200506210511A,-19.99 -68.81,105.0,5.4
C200506211003A,-1.74 -77.82,162.6,5.0
C200506211043A,-36.15 -100.96,10.0,5.4
C200506220630A,9.65 126.25,69.7,5.3
C200506220748A,36.24 69.61,10.0,4.9
C200506222008A,-7.85 107.46,38.3,5.1
C200506230304A,39.45 73.24,14.6,5.0
C200506231008A,-26.70 -176.07,10.0,5.5
C200506231244A,-29.26 -112.51,10.0,5.2
C200506231829A,-4.98 68.51,10.0,4.9
C200506231832A,-29.40 -112.56,10.0,5.0
C200506241235A,-6.87 106.24,41.3,4.9
C200506241311A,-5.89 -81.03,25.4,5.0
C200506241354A,-1.07 -13.42,10.0,4.9
C200506242145A,4.81 95.15,52.9,5.3
C200506250825A,11.61 -87.03,33.7,5.1
C200506260429A,4.18 93.27,26.1,5.1
C200506260823A,1.77 125.82,91.6,6.0
C200506270053A,-19.56 -69.60,37.6,5.0
C200506271135A,18.78 -107.30,20.0,5.8
C200506271405A,7.41 -35.02,10.0,5.1
C200506271714A,1.28 97.14,24.6,5.0
C200506281546A,-26.93 -176.29,30.6,5.4
C200506281711A,-26.92 -176.22,30.0,5.0
C200506281845A,-1.94 128.36,32.5,5.4
C200506282216A,-26.68 -176.35,30.0,5.0
C200506290421A,-13.88 167.18,154.1,5.0
C200506301348A,-10.93 162.40,45.3,5.6
C200506301602A,7.74 91.96,30.0,4.9
C200506302126A,8.45 -82.87,37.6,5.3
C200507010348A,36.57 71.32,63.1,5.4
C200507010936A,31.92 139.06,206.4,5.2
C200507012058A,-20.68 -178.23,526.1,4.9
C200507020031A,39.51 143.13,41.7,5.1
C200507020216A,11.24 -86.17,27.0,5.6
C200507020411A,11.41 -86.25,40.5,5.4
C200507020910A,1.10 97.25,24.4,4.9
C200507021812A,13.85 93.61,39.7,5.1
C200507031009A,-6.79 130.30,122.3,5.0
C200507032239A,35.11 27.26,21.0,4.7
C200507041136A,-42.28 42.37,10.0,5.7
C200507041607A,10.25 93.58,36.8,4.9
C200507041938A,-23.74 -111.71,10.0,5.2
C200507042159A,-27.01 -63.27,552.6,4.9
C200507050152A,1.82 97.08,21.0,6.2
C200507050722A,53.29 -161.05,31.1,4.9
C200507050757A,2.26 95.06,28.7,5.1
C200507051112A,-50.67 -72.07,22.4,5.1
C200507051215A,-5.92 103.55,30.0,5.0
C200507052010A,39.67 143.10,26.3,5.2
C200507052136A,3.96 93.42,28.1,5.3
C200507060622A,-35.79 -102.81,10.0,5.2
C200507060824A,69.00 -16.64,10.0,5.1
C200507061758A,52.95 162.64,41.9,5.1
C200507070217A,56.07 164.60,33.3,5.5
C200507071009A,-23.75 -111.68,10.0,5.3
C200507071552A,-4.43 153.74,190.9,5.0
C200507072210A,-65.14 179.26,10.0,5.0
C200507080430A,2.27 126.71,66.6,5.0
C200507080832A,-22.59 -179.09,439.1,4.8
C200507082128A,1.17 97.27,27.0,5.0
C200507090147A,1.69 127.54,112.1,4.9
C200507090151A,-6.22 103.29,30.0,4.9
C200507091007A,2.75 126.53,22.3,5.8
C200507091119A,2.79 126.62,54.0,5.3
C200507091136A,-8.56 118.79,118.0,5.3
C200507091203A,2.67 126.61,55.1,5.1
C200507091518A,1.62 127.39,105.5,4.9
C200507092337A,33.42 140.82,55.2,5.8
C200507092359A,-1.17 119.96,32.2,5.6
C200507100446A,-36.31 -97.26,10.0,5.3
C200507101018A,2.64 126.58,56.6,5.1
C200507101310A,42.39 19.81,4.4,5.4
C200507102239A,55.39 166.70,27.8,5.1
C200507110107A,2.63 94.39,30.0,4.9
C200507110329A,-3.71 130.91,10.0,5.0
C200507110659A,1.33 97.11,30.0,4.9
C200507111123A,-20.12 168.86,25.0,5.0
C200507111201A,-23.82 -111.68,10.0,6.0
C200507111436A,1.27 97.23,23.1,5.4
C200507111506A,-6.58 69.71,10.0,5.0
C200507111606A,-26.87 -176.52,10.0,5.3
C200507111622A,-26.85 -176.51,35.0,4.9
C200507112306A,-27.00 -176.32,10.0,5.5
C200507121707A,-6.83 131.40,39.6,5.6
C200507130029A,10.35 92.90,49.6,5.3
C200507130746A,-14.89 167.44,134.1,5.1
C200507131023A,-36.20 -179.99,41.5,5.1
C200507131206A,-17.85 -70.11,79.9,5.6
C200507141908A,-56.55 -26.77,100.3,4.9
C200507142017A,-6.06 142.50,10.0,5.4
C200507142253A,10.53 122.60,56.7,5.0
C200507150107A,-19.04 -68.75,127.0,5.0
C200507151250A,7.43 94.19,20.2,4.9
C200507151345A,-32.76 -179.22,32.7,5.2
C200507151421A,-3.38 148.92,10.0,4.9
C200507151548A,20.44 -155.13,17.9,5.2
C200507151758A,-57.30 -147.64,10.0,4.9
C200507152102A,8.56 -71.34,10.0,5.1
C200507152205A,-6.33 149.24,63.0,5.0
C200507152345A,-5.74 145.59,50.0,4.9
C200507160217A,30.00 69.46,10.0,5.4
C200507160342A,-11.81 166.44,48.6,5.0
C200507161548A,-6.70 105.87,55.7,5.0
C200507170104A,21.01 94.99,120.3,5.0
C200507171915A,18.78 -155.45,32.6,5.0
C200507180159A,-4.84 129.61,175.4,5.4
C200507180204A,-9.95 124.48,10.0,5.7
C200507180206A,-9.91 124.24,10.0,5.7
C200507180808A,1.84 -110.17,10.0,4.9
C200507181937A,-0.16 125.15,18.8,5.8
C200507191031A,-20.38 168.91,39.9,5.4
C200507191455A,-20.23 168.87,41.7,4.9
C200507191628A,-15.07 167.29,84.6,5.0
C200507191716A,46.91 150.54,150.0,5.1
C200507192147A,-30.77 -177.53,35.0,4.9
C200507192328A,-20.52 168.80,35.0,5.2
C200507200448A,-18.01 -178.50,584.3,4.9
C200507201306A,24.72 122.34,12.0,5.1
C200507201354A,12.06 143.70,16.9,4.9
C200507201806A,43.04 109.26,17.8,5.1
C200507202154A,43.07 109.02,6.0,5.5
C200507210142A,4.34 96.27,14.6,5.1
C200507210407A,-1.01 148.38,62.2,5.0
C200507211202A,-59.01 -16.78,10.0,4.9
C200507211917A,-8.13 -13.49,10.0,5.3
C200507220014A,-29.34 -71.07,50.5,5.0
C200507220300A,-5.87 147.24,85.7,4.9
C200507220702A,2.59 94.59,24.7,4.9
C200507220950A,2.43 97.14,43.6,5.1
C200507221216A,-56.05 -27.47,101.7,5.2
C200507230044A,5.46 94.42,30.0,5.1
C200507230104A,-15.22 167.56,125.7,5.3
C200507230224A,-38.56 47.65,10.0,5.0
C200507230503A,5.17 93.14,26.5,4.9
C200507230734A,35.50 139.98,61.0,6.1
C200507230851A,-30.25 -178.07,10.0,5.7
C200507231218A,-32.73 -178.39,93.1,5.2
C200507231440A,36.39 70.72,209.1,5.3
C200507232009A,12.08 -85.97,167.9,5.1
C200507232253A,5.11 94.80,48.1,5.6
C200507240615A,-1.49 99.63,30.0,4.9
C200507240910A,2.69 126.57,22.4,5.2
C200507241542A,7.92 92.19,16.0,6.6
C200507250217A,7.79 92.01,30.0,5.3
C200507250326A,8.12 91.93,31.3,5.3
C200507250431A,-4.01 151.87,240.5,5.1
C200507251243A,8.02 93.00,30.9,5.2
C200507251543A,46.83 125.06,47.7,5.0
C200507251602A,1.18 96.84,25.7,5.3
C200507251602B,71.11 -7.43,10.0,5.5
C200507251945A,-56.03 -27.76,84.8,5.5
C200507260138A,1.90 97.02,27.9,5.0
C200507260408A,45.37 -112.61,12.9,5.7
C200507260514A,33.26 142.29,37.2,5.2
C200507260620A,33.31 142.34,38.5,5.2
C200507260624A,33.28 142.32,37.4,4.9
C200507260632A,8.37 91.64,25.5,5.2
C200507260741A,33.28 142.34,31.5,5.0
C200507261011A,-15.19 -173.45,36.2,5.0
C200507261216A,42.54 104.14,16.0,5.2
C200507261217A,52.87 160.10,27.6,5.4
C200507261332A,-3.94 147.20,23.0,5.0
C200507261411A,-15.35 -72.96,110.5,5.8
C200507261933A,33.34 142.22,40.7,5.1
C200507262130A,33.40 142.33,33.3,5.0
C200507270150A,33.26 142.29,32.9,5.0
C200507270230A,33.26 142.34,34.9,5.3
C200507270239A,33.26 142.32,33.5,5.5
C200507270247A,33.22 142.46,33.8,5.0
C200507271054A,33.16 142.33,35.0,5.0
C200507271111A,33.19 142.36,37.2,5.3
C200507271210A,33.25 142.45,33.5,4.9
C200507271357A,2.64 96.02,24.5,5.0
C200507271405A,3.22 93.69,28.7,5.0
C200507271551A,33.25 142.43,33.9,5.1
C200507271605A,3.29 93.77,28.9,5.1
C200507280102A,33.41 142.37,35.0,5.0
C200507280243A,2.73 95.62,22.8,5.0
C200507280831A,-23.86 -179.75,498.2,4.9
C200507281947A,-0.25 125.17,35.7,5.1
C200507290140A,-34.31 -179.57,66.3,5.0
C200507290326A,33.31 142.32,11.8,5.0
C200507290500A,52.91 -168.65,50.3,5.5
C200507291227A,8.38 92.33,33.5,5.1
C200507291251A,33.25 142.43,35.8,5.3
C200507291653A,-3.98 128.85,25.6,5.0
C200507292025A,33.32 142.36,11.0,5.3
C200507292033A,2.86 93.56,32.4,5.8
C200507300000A,-11.65 78.57,22.2,5.3
C200507300036A,1.09 97.42,25.9,5.2
C200507300923A,-27.09 -175.90,38.3,5.2
C200507301103A,-61.47 154.25,10.0,5.3
C200507301224A,8.02 91.96,30.0,5.1
C200507301513A,5.18 94.48,38.0,5.8
C200507302117A,0.32 97.30,30.0,4.9
C200507302145A,39.44 33.09,5.0,4.8
C200507310124A,-22.48 172.94,20.0,5.2
C200507310419A,-15.16 -177.32,15.0,4.8
C200507311218A,0.35 97.76,26.0,5.1
C200507311237A,0.38 97.82,29.1,5.1
C200507311409A,-5.98 146.72,40.9,5.0
C200507312206A,-0.06 123.72,94.3,5.3
C200508010440A,46.99 153.91,16.9,5.4
C200508010911A,-5.80 151.19,66.6,5.0
C200508011317A,1.22 97.15,30.0,4.9
C200508011335A,36.57 26.78,133.0,5.0
C200508020231A,-7.95 149.41,70.7,4.9
C200508020351A,1.63 126.96,100.3,4.9
C200508020839A,-4.00 128.82,10.0,5.6
C200508021133A,-6.90 122.89,663.6,5.2
C200508022056A,5.25 94.26,36.9,5.0
C200508030123A,-16.90 -70.60,1.0,4.9
C200508030447A,-4.01 128.90,23.4,4.9
C200508030927A,11.18 -85.64,10.0,5.3
C200508031041A,3.01 128.15,69.0,5.7
C200508031103A,11.25 -85.54,14.0,6.0
C200508032120A,2.62 -79.40,28.6,4.9
C200508032222A,-28.13 -177.42,61.8,5.1
C200508032343A,6.72 92.67,5.1,5.3
C200508040926A,-3.66 140.18,40.0,5.7
C200508041027A,-26.63 -114.50,10.0,5.9
C200508041045A,34.89 26.50,9.0,4.8
C200508041211A,-59.77 -25.89,45.3,5.7
C200508041257A,-49.60 125.95,10.0,4.9
C200508050056A,51.24 -178.25,23.3,5.6
C200508051414A,26.57 103.04,42.4,5.2
C200508052356A,-5.60 145.66,115.4,5.4
C200508060402A,85.26 97.16,10.0,5.4
C200508060736A,-17.36 -69.48,140.3,5.4
C200508060956A,-19.61 -175.85,205.4,5.3
C200508061158A,11.71 125.72,28.8,5.0
C200508061240A,11.71 125.65,28.9,5.1
C200508061301A,11.78 125.89,28.6,5.0
C200508061605A,35.49 140.01,61.6,4.9
C200508062025A,19.16 121.15,34.4,5.0
C200508070217A,-47.09 33.62,10.0,5.7
C200508070451A,-7.22 119.63,409.3,5.0
C200508071120A,-8.02 -80.03,33.2,5.2
C200508071135A,-14.45 -177.29,10.0,5.7
C200508071354A,-14.25 -177.15,10.0,5.0
C200508071441A,-14.44 -177.24,10.0,5.3
C200508071506A,36.33 141.37,39.2,5.5
C200508080833A,-3.80 140.16,10.0,5.5
C200508081244A,-2.31 138.12,10.0,5.0
C200508081630A,-2.31 138.26,10.0,4.9
C200508090458A,-21.11 173.89,25.3,5.0
C200508090509A,28.85 52.56,10.0,5.1
C200508090526A,-20.94 173.82,23.6,5.5
C200508091122A,7.74 94.13,19.2,5.3
C200508091208A,-3.72 140.14,13.9,4.9
C200508091412A,-21.10 173.87,35.0,5.3
C200508091626A,33.43 142.43,38.1,5.3
C200508100036A,-20.93 173.42,10.0,5.1
C200508100543A,11.57 125.48,10.0,5.2
C200508101247A,48.66 158.06,31.4,5.5
C200508101510A,16.75 145.52,25.7,5.3
C200508102208A,36.95 -104.83,5.0,5.0
C200508110117A,-50.63 162.46,8.2,5.2
C200508110121A,3.02 94.02,27.4,4.9
C200508110702A,-22.06 170.09,10.0,5.2
C200508110820A,-21.42 169.82,10.0,4.9
C200508110908A,-22.68 169.51,10.0,5.7
C200508111136A,-55.16 -129.22,10.0,5.0
C200508111150A,-21.90 170.28,10.0,5.3
C200508111555A,-19.60 -175.74,137.5,5.0
C200508112244A,-22.15 170.34,10.0,4.9
C200508130310A,-8.18 117.27,187.2,5.2
C200508130625A,51.90 178.11,6.2,4.9
C200508130736A,20.13 145.80,48.6,5.8
C200508130907A,-4.03 128.84,23.3,5.0
C200508131827A,1.37 97.21,30.0,5.1
C200508132018A,24.04 126.65,10.0,4.9
C200508132323A,79.58 4.40,10.0,5.0
C200508140239A,-19.78 -68.98,113.8,5.7
C200508140251A,16.21 -98.14,18.6,5.4
C200508150315A,-3.72 140.12,30.0,5.2
C200508150753A,-1.68 -13.05,10.0,5.3
C200508151049A,-3.85 140.26,30.0,5.0
C200508152329A,42.39 142.94,52.6,4.9
C200508160246A,38.28 142.04,36.0,6.5
C200508161039A,2.67 126.59,59.7,5.4
C200508161307A,2.71 126.59,34.5,5.1
C200508161651A,36.47 70.90,202.7,4.7
C200508161915A,31.93 140.76,61.8,5.0
C200508170940A,-30.20 -177.86,10.0,5.1
C200508171035A,-5.25 151.42,112.8,5.0
C200508171336A,40.99 143.13,27.4,4.9
C200508191304A,-31.45 58.59,10.0,5.4
C200508191548A,2.65 128.14,36.4,5.5
C200508200145A,-21.15 169.98,90.8,5.2
C200508200505A,1.33 -85.21,25.3,4.8
C200508201250A,31.22 88.17,54.0,5.1
C200508201637A,1.26 -85.07,56.2,4.9
C200508210229A,37.28 138.59,13.3,5.1
C200508210652A,17.92 147.00,34.5,4.9
C200508210712A,-59.24 -25.67,58.9,5.0
C200508210949A,-4.00 -104.03,10.0,5.0
C200508211806A,-55.98 -27.93,144.3,5.0
C200508220831A,50.09 88.08,11.4,4.9
C200508221202A,41.47 12.53,10.0,4.8
C200508221505A,-7.19 128.21,30.0,5.1
C200508221648A,-14.94 -175.04,35.0,5.3
C200508230138A,-59.37 -27.03,30.4,5.1
C200508230741A,-6.36 149.24,64.0,5.0
C200508231914A,-32.81 -68.77,10.0,4.9
C200508240130A,-22.45 170.16,28.4,5.1
C200508240230A,-22.42 170.26,4.2,5.0
C200508240306A,39.68 25.56,29.0,4.4
C200508240852A,-6.74 128.60,21.1,4.9
C200508241015A,38.56 142.99,10.0,6.0
C200508241452A,38.39 143.16,10.0,5.0
C200508241707A,10.08 -103.55,10.0,5.1
C200508242032A,2.44 127.13,10.0,4.9
C200508242232A,39.72 79.67,40.5,5.1
C200508250048A,-15.49 -171.95,35.0,5.0
C200508251344A,-22.21 -176.32,60.4,5.0
C200508251819A,-14.92 166.99,13.1,4.9
C200508252108A,36.94 79.17,17.9,5.5
C200508252229A,37.74 143.07,38.2,5.2
C200508252309A,-23.66 -179.98,530.7,5.1
C200508260036A,5.44 94.57,30.0,4.9
C200508260530A,1.78 126.25,67.9,5.0
C200508260607A,2.16 96.69,29.3,4.9
C200508260745A,36.31 71.63,106.2,5.0
C200508261816A,14.42 52.37,10.0,5.7
C200508270443A,-8.13 125.28,28.5,5.1
C200508270505A,36.37 70.75,215.0,4.8
C200508270646A,43.47 146.81,41.4,5.0
C200508271058A,5.69 125.72,170.7,5.4
C200508271740A,-30.47 60.01,26.5,5.1
C200508271838A,6.82 -82.43,10.0,5.6
C200508280344A,-56.81 -27.19,137.8,5.1
C200508280443A,5.55 94.58,51.4,5.4
C200508280534A,1.47 97.14,30.0,5.1
C200508281409A,4.39 95.22,26.6,5.0
C200508281851A,26.49 129.62,7.2,4.9
C200508282112A,10.33 138.46,31.7,4.9
C200508291444A,11.04 92.25,36.0,5.2
C200508291711A,-2.69 139.17,73.0,5.4
C200508291740A,0.32 97.74,26.0,5.2
C200508291953A,-2.35 138.22,30.7,5.3
C200508300424A,63.10 -143.58,6.2,5.0
C200508301402A,15.02 -60.64,54.6,4.9
C200508301734A,-35.80 178.47,33.0,5.0
C200508301748A,38.44 143.18,10.0,5.0
C200508301810A,38.48 143.18,21.1,5.8
C200508301811A,-5.24 151.19,131.9,5.2
C200508302053A,71.88 -1.05,10.0,4.9
C200508302059A,-1.66 99.62,29.1,5.2
C200508310124A,-59.36 -27.10,10.0,5.3
C200508310720A,5.36 95.79,48.0,5.0
C200508310818A,-14.59 66.11,10.0,4.9
C200508311245A,36.27 69.21,17.6,5.0
C200508311629A,10.30 138.42,10.7,5.1
C200508312250A,33.17 -115.61,2.0,4.9
C200509010100A,19.23 121.21,38.6,4.8
C200509010956A,2.70 128.26,61.5,5.0
C200509011122A,-24.41 179.89,513.2,4.9
C200509011642A,5.07 94.79,30.0,5.3
C200509012336A,10.37 138.43,10.0,5.2
C200509020127A,33.16 -115.64,9.8,4.9
C200509020518A,-3.31 145.97,10.0,5.0
C200509020742A,34.01 25.88,15.1,4.8
C200509020804A,2.45 98.92,147.1,5.2
C200509021624A,41.51 141.91,70.1,5.0
C200509021835A,10.36 138.32,10.0,5.7
C200509030707A,45.57 151.75,46.4,5.2
C200509031238A,-49.93 -8.95,10.0,5.4
C200509031656A,-3.80 102.70,103.6,5.0
C200509032021A,-43.00 -82.86,10.0,4.9
C200509032100A,4.75 95.14,54.3,5.0
C200509041213A,-17.11 -176.77,25.2,5.4
C200509042358A,3.00 123.07,443.9,5.8
C200509050200A,-9.30 119.10,30.0,5.1
C200509050737A,-56.41 -142.39,10.0,5.7
C200509051721A,51.51 175.99,41.8,5.0
C200509051751A,25.80 124.81,132.9,5.1
C200509051950A,-3.37 136.17,35.0,5.3
C200509060056A,-7.28 127.34,34.2,5.2
C200509060116A,24.08 122.19,32.0,5.8
C200509060553A,-13.73 167.23,220.6,4.9
C200509060716A,65.44 -162.17,3.9,5.1
C200509061100A,0.03 97.60,27.6,5.4
C200509061110A,7.69 92.20,31.7,5.0
C200509061111A,0.05 97.61,27.0,5.2
C200509061740A,-0.01 97.56,19.4,4.9
C200509062113A,-7.31 128.83,130.7,5.2
C200509062136A,-5.90 128.71,314.8,5.1
C200509070043A,0.08 97.70,13.2,5.2
C200509070642A,5.50 94.69,57.9,4.9
C200509080410A,0.77 126.28,49.2,5.6
C200509080452A,21.31 -45.83,10.0,4.9
C200509080555A,21.32 -45.81,10.0,5.1
C200509081127A,46.00 6.90,7.0,4.4
C200509081257A,-41.88 85.06,10.0,5.0
C200509082140A,0.63 97.40,30.0,4.9
C200509090120A,-55.65 -27.10,10.0,5.5
C200509090547A,52.55 -167.25,34.6,4.9
C200509090726A,-4.54 153.47,90.0,6.3
C200509091955A,-56.04 -27.91,142.8,5.7
C200509100124A,-5.15 154.08,96.2,5.4
C200509100505A,-20.96 168.43,31.0,4.9
C200509101035A,-4.41 153.60,104.8,4.9
C200509101657A,4.86 95.04,41.0,5.8
C200509110335A,-6.64 155.10,29.0,5.0
C200509111831A,-36.70 -73.55,35.0,5.0
C200509111928A,38.12 142.28,45.0,4.9
C200509120059A,-5.57 151.50,35.0,5.1
C200509121023A,-2.24 139.02,30.0,5.0
C200509121233A,-23.12 170.25,35.0,5.0
C200509121357A,-22.39 -176.12,35.0,5.0
C200509122115A,-17.42 -177.32,383.9,5.3
C200509122151A,-7.66 125.50,30.0,5.5
C200509130224A,-6.87 154.87,45.3,4.9
C200509131432A,8.07 91.91,30.0,5.4
C200509140817A,8.04 91.91,34.5,4.9
C200509141026A,26.53 128.66,32.8,4.9
C200509142343A,-2.94 136.28,45.6,5.0
C200509150705A,-3.13 136.06,5.7,4.9
C200509152333A,-8.78 111.40,79.2,4.9
C200509160031A,-5.62 153.59,10.7,6.1
C200509160340A,-34.97 -111.33,10.0,4.9
C200509161719A,2.43 96.31,24.4,5.1
C200509171035A,0.86 -29.24,10.0,4.9
C200509171651A,3.89 -82.65,10.0,5.2
C200509172039A,52.18 174.04,40.9,5.2
C200509180124A,3.95 -82.57,10.0,5.3
C200509180347A,7.65 93.97,30.0,5.2
C200509180614A,3.92 -82.64,10.0,5.2
C200509180725A,24.56 94.78,84.0,5.6
C200509190327A,49.88 121.00,10.0,4.9
C200509191320A,-19.98 -68.97,92.4,5.1
C200509191434A,1.34 97.17,30.0,5.0
C200509192217A,38.04 20.24,15.0,4.5
C200509200127A,-4.61 153.74,128.4,4.9
C200509200422A,26.97 125.62,192.0,4.9
C200509201053A,-8.56 -81.09,29.0,4.9
C200509201500A,4.51 95.40,51.0,5.2
C200509201610A,-9.83 118.47,10.0,4.9
C200509201819A,-20.97 -175.92,140.2,5.1
C200509202123A,12.71 40.53,10.0,5.2
C200509202203A,-17.82 -178.54,533.6,5.0
C200509210225A,43.89 146.15,103.0,6.0
C200509210429A,-50.26 139.27,10.0,4.8
C200509211457A,12.53 40.47,10.0,4.9
C200509220007A,-16.67 -172.65,10.0,5.3
C200509220012A,12.68 123.08,3.6,4.9
C200509220312A,12.70 40.46,10.0,5.0
C200509221230A,3.98 95.97,49.2,5.2
C200509221358A,12.70 40.55,10.0,4.9
C200509221619A,-40.87 43.26,10.0,5.3
C200509221637A,-9.32 158.10,10.0,5.3
C200509221918A,-54.21 1.95,10.0,4.9
C200509221951A,12.42 40.47,10.0,4.9
C200509222322A,13.78 120.78,145.6,4.9
C200509230500A,41.82 82.54,9.8,4.9
C200509231338A,-7.11 -107.58,10.0,4.9
C200509231348A,16.13 -87.49,29.8,5.9
C200509240114A,18.15 -96.83,70.0,5.0
C200509240440A,-5.84 105.50,57.9,5.0
C200509240509A,-4.30 152.99,39.6,5.2
C200509240515A,12.67 40.52,10.0,5.0
C200509240658A,12.57 40.57,10.0,5.2
C200509240736A,12.62 40.54,10.0,5.0
C200509240754A,64.47 -134.36,10.0,5.1
C200509240820A,12.54 40.39,10.0,4.9
C200509241448A,34.30 140.82,66.5,5.3
C200509241924A,12.47 40.63,11.8,5.1
C200509241928A,39.49 52.03,42.6,5.2
C200509250008A,1.56 126.58,63.4,5.4
C200509250037A,12.45 40.60,10.0,5.0
C200509250110A,12.26 40.51,10.0,4.9
C200509250300A,-21.52 169.80,37.5,4.8
C200509250818A,12.44 40.49,10.0,4.9
C200509251002A,12.37 40.51,10.0,5.2
C200509251120A,12.42 40.58,10.0,5.1
C200509251255A,-17.51 167.80,30.0,5.7
C200509251537A,0.07 97.87,28.3,5.1
C200509252028A,-17.40 167.88,30.0,5.3
C200509252125A,-5.95 103.88,50.5,5.2
C200509252258A,-17.48 167.77,30.0,5.2
C200509252308A,-17.42 167.82,27.3,5.2
C200509260134A,-17.56 167.44,35.0,5.1
C200509260155A,-5.68 -76.40,115.0,6.7
C200509261328A,12.32 40.46,10.0,4.9
C200509261641A,38.63 69.95,44.1,5.3
C200509261850A,23.21 121.41,9.4,4.9
C200509261857A,37.30 47.80,14.0,5.1
C200509262030A,12.47 40.54,10.0,5.0
C200509262125A,12.31 40.58,10.0,4.9
